cycle_index,city,timestamp,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,pm2_5,pm10,no2,o3,so2,co,hour,day_of_week,day_of_month,month,city_encoded
85,Rabat,2026-05-02 13:58:41.000518,34.0209,-6.8416,20.37,20.37,73.0,1018.0,2.57,320.0,100.0,Clouds,overcast clouds,3.0,6.33,10.21,0.73,103.98,4.63,101.75,13.0,5.0,2.0,5.0,4
85,Tanger,2026-05-02 13:58:50.745611,35.7595,-5.834,20.74,20.78,73.0,1017.0,3.09,250.0,40.0,Clouds,scattered clouds,3.0,3.88,8.43,0.56,110.9,1.76,107.33,13.0,5.0,2.0,5.0,5
86,Agadir,2026-05-02 14:59:12.297391,30.4278,-9.5981,25.06,25.14,58.0,1015.0,5.78,282.0,21.0,Clouds,few clouds,2.0,6.77,16.54,0.18,92.49,1.54,107.08,14.0,5.0,2.0,5.0,0
86,Casablanca,2026-05-02 14:58:55.980841,33.5731,-7.5898,21.01,20.73,60.0,1017.0,2.57,10.0,40.0,Clouds,scattered clouds,3.0,5.45,10.97,0.62,101.32,4.25,99.88,14.0,5.0,2.0,5.0,1
86,Fes,2026-05-02 14:59:05.794733,34.0181,-5.0078,21.95,21.87,64.0,1015.0,4.63,280.0,75.0,Clouds,broken clouds,2.0,5.72,9.84,0.31,87.73,0.54,94.91,14.0,5.0,2.0,5.0,2
86,Marrakech,2026-05-02 14:59:02.464124,31.6295,-7.9811,25.98,25.98,44.0,1015.0,1.03,0.0,40.0,Clouds,scattered clouds,3.0,10.77,27.9,0.28,101.76,0.91,99.98,14.0,5.0,2.0,5.0,3
86,Rabat,2026-05-02 14:58:59.217060,34.0209,-6.8416,21.37,21.23,64.0,1018.0,3.09,320.0,100.0,Clouds,overcast clouds,3.0,5.02,7.95,0.63,102.28,3.74,101.15,14.0,5.0,2.0,5.0,4
86,Tanger,2026-05-02 14:59:09.060795,35.7595,-5.834,21.74,21.88,73.0,1017.0,3.6,250.0,40.0,Clouds,scattered clouds,3.0,2.83,6.46,0.36,109.87,1.31,106.24,14.0,5.0,2.0,5.0,5
87,Agadir,2026-05-02 15:59:30.241206,30.4278,-9.5981,24.06,23.88,52.0,1013.0,7.2,300.0,23.0,Clouds,few clouds,2.0,6.16,14.42,0.19,92.89,1.35,107.01,15.0,5.0,2.0,5.0,0
87,Casablanca,2026-05-02 15:59:14.137291,33.5731,-7.5898,20.01,19.74,64.0,1017.0,3.6,360.0,20.0,Clouds,few clouds,3.0,5.09,10.3,0.66,101.26,4.22,98.94,15.0,5.0,2.0,5.0,1
87,Fes,2026-05-02 15:59:23.794420,34.0181,-5.0078,21.95,21.98,68.0,1014.0,3.6,310.0,40.0,Clouds,scattered clouds,2.0,5.68,9.33,0.39,86.69,0.55,94.66,15.0,5.0,2.0,5.0,2
87,Marrakech,2026-05-02 15:59:20.566637,31.6295,-7.9811,25.98,25.98,44.0,1014.0,1.54,0.0,40.0,Clouds,scattered clouds,3.0,11.15,28.99,0.3,101.08,1.05,98.73,15.0,5.0,2.0,5.0,3
87,Rabat,2026-05-02 15:59:17.356204,34.0209,-6.8416,21.37,21.23,64.0,1017.0,3.09,300.0,100.0,Clouds,overcast clouds,3.0,4.53,7.21,0.74,101.37,3.61,100.47,15.0,5.0,2.0,5.0,4
87,Tanger,2026-05-02 15:59:27.013865,35.7595,-5.834,22.74,22.85,68.0,1016.0,3.6,250.0,40.0,Clouds,scattered clouds,3.0,2.95,6.69,0.37,111.01,1.32,106.04,15.0,5.0,2.0,5.0,5
88,Agadir,2026-05-02 16:59:49.311348,30.4278,-9.5981,25.06,24.93,50.0,1013.0,8.55,309.0,25.0,Clouds,scattered clouds,2.0,5.11,11.89,0.21,93.11,1.09,107.26,16.0,5.0,2.0,5.0,0
88,Casablanca,2026-05-02 16:59:32.594535,33.5731,-7.5898,20.01,19.74,64.0,1017.0,3.6,10.0,20.0,Clouds,few clouds,3.0,4.68,9.64,0.79,102.17,4.33,99.82,16.0,5.0,2.0,5.0,1
88,Fes,2026-05-02 16:59:42.501291,34.0181,-5.0078,22.95,22.87,60.0,1014.0,2.57,300.0,40.0,Clouds,scattered clouds,2.0,5.65,9.16,0.52,85.85,0.57,95.1,16.0,5.0,2.0,5.0,2
88,Marrakech,2026-05-02 16:59:39.274235,31.6295,-7.9811,26.98,26.9,41.0,1013.0,2.06,0.0,40.0,Clouds,scattered clouds,3.0,10.79,28.08,0.36,101.37,1.13,98.72,16.0,5.0,2.0,5.0,3
88,Rabat,2026-05-02 16:59:35.910425,34.0209,-6.8416,20.37,20.24,68.0,1017.0,3.6,330.0,75.0,Clouds,broken clouds,3.0,4.15,6.75,1.1,100.68,3.76,101.44,16.0,5.0,2.0,5.0,4
88,Tanger,2026-05-02 16:59:45.946319,35.7595,-5.834,22.74,22.85,68.0,1016.0,2.06,210.0,40.0,Clouds,scattered clouds,3.0,3.05,6.95,0.44,112.33,1.34,105.84,16.0,5.0,2.0,5.0,5
89,Agadir,2026-05-02 18:00:08.102233,30.4278,-9.5981,23.06,22.75,51.0,1013.0,8.13,318.0,39.0,Clouds,scattered clouds,2.0,3.91,9.53,0.23,92.67,0.83,106.75,18.0,5.0,2.0,5.0,0
89,Casablanca,2026-05-02 17:59:51.733011,33.5731,-7.5898,20.0,19.62,60.0,1017.0,3.6,30.0,20.0,Clouds,few clouds,3.0,4.2,8.97,1.04,102.28,4.63,100.73,17.0,5.0,2.0,5.0,1
89,Fes,2026-05-02 18:00:01.599900,34.0181,-5.0078,21.95,21.98,68.0,1014.0,3.6,350.0,40.0,Clouds,scattered clouds,2.0,5.58,9.07,0.69,84.24,0.59,95.27,18.0,5.0,2.0,5.0,2
89,Marrakech,2026-05-02 17:59:58.287070,31.6295,-7.9811,26.98,26.9,41.0,1013.0,2.06,0.0,40.0,Clouds,scattered clouds,3.0,11.2,28.38,0.51,100.62,1.26,98.78,17.0,5.0,2.0,5.0,3
89,Rabat,2026-05-02 17:59:54.995209,34.0209,-6.8416,20.37,20.24,68.0,1017.0,3.09,310.0,40.0,Clouds,scattered clouds,2.0,3.9,6.56,1.68,99.68,3.94,102.97,17.0,5.0,2.0,5.0,4
89,Tanger,2026-05-02 18:00:04.839279,35.7595,-5.834,21.74,21.75,68.0,1016.0,5.66,40.0,40.0,Clouds,scattered clouds,3.0,3.13,7.18,0.57,113.58,1.37,105.93,18.0,5.0,2.0,5.0,5
90,Agadir,2026-05-02 19:00:27.154008,30.4278,-9.5981,22.99,22.6,48.0,1013.0,3.73,322.0,49.0,Clouds,scattered clouds,2.0,2.98,7.99,0.24,92.23,0.65,106.51,19.0,5.0,2.0,5.0,0
90,Casablanca,2026-05-02 19:00:10.792197,33.5731,-7.5898,18.95,18.55,63.0,1017.0,3.6,20.0,40.0,Clouds,scattered clouds,3.0,3.75,8.37,1.33,101.21,4.84,102.17,19.0,5.0,2.0,5.0,1
90,Fes,2026-05-02 19:00:20.618431,34.0181,-5.0078,21.97,22.0,68.0,1014.0,3.09,340.0,40.0,Clouds,scattered clouds,2.0,5.46,8.9,0.83,82.9,0.63,95.53,19.0,5.0,2.0,5.0,2
90,Marrakech,2026-05-02 19:00:17.389163,31.6295,-7.9811,26.98,26.9,41.0,1013.0,3.6,260.0,40.0,Clouds,scattered clouds,2.0,11.2,27.85,0.67,98.5,1.37,98.5,19.0,5.0,2.0,5.0,3
90,Rabat,2026-05-02 19:00:14.037907,34.0209,-6.8416,19.37,19.14,68.0,1017.0,4.12,320.0,40.0,Clouds,scattered clouds,2.0,3.46,6.15,2.17,97.71,3.85,104.5,19.0,5.0,2.0,5.0,4
90,Tanger,2026-05-02 19:00:23.933127,35.7595,-5.834,21.74,21.75,68.0,1016.0,5.14,40.0,40.0,Clouds,scattered clouds,3.0,3.13,7.22,0.74,113.66,1.37,105.94,19.0,5.0,2.0,5.0,5
91,Agadir,2026-05-02 20:00:46.197735,30.4278,-9.5981,21.06,20.81,61.0,1014.0,4.67,328.0,90.0,Clouds,overcast clouds,2.0,2.4,7.21,0.24,91.82,0.55,106.3,20.0,5.0,2.0,5.0,0
91,Casablanca,2026-05-02 20:00:29.537279,33.5731,-7.5898,18.95,18.55,63.0,1017.0,2.57,50.0,20.0,Clouds,few clouds,2.0,3.45,8.09,1.71,98.15,4.83,102.95,20.0,5.0,2.0,5.0,1
91,Fes,2026-05-02 20:00:39.740765,34.0181,-5.0078,20.97,21.03,73.0,1016.0,3.09,340.0,40.0,Clouds,scattered clouds,2.0,5.32,8.67,1.12,79.35,0.65,95.51,20.0,5.0,2.0,5.0,2
91,Marrakech,2026-05-02 20:00:36.428957,31.6295,-7.9811,25.98,25.98,47.0,1014.0,4.12,230.0,40.0,Clouds,scattered clouds,2.0,10.83,26.47,1.02,93.41,1.41,97.47,20.0,5.0,2.0,5.0,3
91,Rabat,2026-05-02 20:00:33.110508,34.0209,-6.8416,18.37,18.14,72.0,1017.0,2.06,340.0,75.0,Clouds,broken clouds,2.0,2.95,5.64,2.5,93.94,3.56,104.92,20.0,5.0,2.0,5.0,4
91,Tanger,2026-05-02 20:00:42.976954,35.7595,-5.834,20.74,20.78,73.0,1016.0,3.6,40.0,40.0,Clouds,scattered clouds,3.0,3.08,7.15,0.94,112.39,1.35,105.99,20.0,5.0,2.0,5.0,5
92,Agadir,2026-05-02 21:01:04.539124,30.4278,-9.5981,18.06,17.7,68.0,1015.0,4.31,353.0,78.0,Clouds,broken clouds,2.0,2.08,6.88,0.23,91.66,0.49,106.39,21.0,5.0,2.0,5.0,0
92,Casablanca,2026-05-02 21:00:48.057954,33.5731,-7.5898,17.89,17.61,72.0,1018.0,2.06,50.0,0.0,Clear,clear sky,2.0,3.38,8.38,2.02,95.23,4.69,105.25,21.0,5.0,2.0,5.0,1
92,Fes,2026-05-02 21:00:58.113914,34.0181,-5.0078,19.95,20.01,77.0,1017.0,3.09,320.0,75.0,Clouds,broken clouds,2.0,5.17,8.46,1.45,76.14,0.66,95.85,21.0,5.0,2.0,5.0,2
92,Marrakech,2026-05-02 21:00:54.590382,31.6295,-7.9811,22.98,22.61,49.0,1015.0,5.14,360.0,40.0,Clouds,scattered clouds,2.0,10.54,25.45,1.32,89.96,1.44,98.32,21.0,5.0,2.0,5.0,3
92,Rabat,2026-05-02 21:00:51.366085,34.0209,-6.8416,17.37,17.17,77.0,1018.0,2.06,330.0,75.0,Clouds,broken clouds,2.0,2.67,5.42,2.64,90.82,3.33,106.4,21.0,5.0,2.0,5.0,4
92,Tanger,2026-05-02 21:01:01.307759,35.7595,-5.834,19.77,19.71,73.0,1017.0,2.57,40.0,75.0,Clouds,broken clouds,3.0,2.93,6.86,1.01,109.68,1.3,106.27,21.0,5.0,2.0,5.0,5
93,Agadir,2026-05-02 22:01:23.907031,30.4278,-9.5981,18.06,17.75,70.0,1016.0,3.14,35.0,85.0,Clouds,overcast clouds,2.0,1.9,6.65,0.22,91.74,0.46,106.76,22.0,5.0,2.0,5.0,0
93,Casablanca,2026-05-02 22:01:06.974729,33.5731,-7.5898,17.89,17.61,72.0,1019.0,2.06,10.0,52.0,Clouds,broken clouds,2.0,3.3,8.59,2.05,92.88,4.28,107.12,22.0,5.0,2.0,5.0,1
93,Fes,2026-05-02 22:01:16.883527,34.0181,-5.0078,17.95,18.1,88.0,1018.0,4.12,320.0,75.0,Rain,light rain,2.0,4.99,8.23,1.69,74.06,0.66,96.43,22.0,5.0,2.0,5.0,2
93,Marrakech,2026-05-02 22:01:13.564908,31.6295,-7.9811,20.98,20.49,52.0,1017.0,5.14,360.0,40.0,Clouds,scattered clouds,2.0,10.2,24.51,1.51,88.01,1.46,99.51,22.0,5.0,2.0,5.0,3
93,Rabat,2026-05-02 22:01:10.249097,34.0209,-6.8416,17.37,17.3,82.0,1019.0,1.54,320.0,75.0,Clouds,broken clouds,2.0,2.53,5.37,2.59,88.42,3.21,107.53,22.0,5.0,2.0,5.0,4
93,Tanger,2026-05-02 22:01:20.426335,35.7595,-5.834,18.77,18.71,77.0,1017.0,2.06,100.0,75.0,Clouds,broken clouds,3.0,2.65,6.28,1.01,105.95,1.23,106.55,22.0,5.0,2.0,5.0,5
94,Agadir,2026-05-03 20:58:35.519015,30.4278,-9.5981,18.06,17.72,69.0,1013.0,2.62,23.0,88.0,Clouds,overcast clouds,2.0,1.8,6.02,0.22,82.55,0.45,108.31,20.0,6.0,3.0,5.0,0
94,Casablanca,2026-05-03 20:57:57.349192,33.5731,-7.5898,18.95,18.73,70.0,1017.0,2.57,10.0,40.0,Clouds,scattered clouds,2.0,2.51,7.09,1.74,82.33,4.34,104.44,20.0,6.0,3.0,5.0,1
94,Fes,2026-05-03 20:58:28.905339,34.0181,-5.0078,19.97,19.9,72.0,1015.0,2.06,330.0,75.0,Clouds,broken clouds,2.0,4.01,6.2,1.35,66.55,0.52,92.48,20.0,6.0,3.0,5.0,2
94,Marrakech,2026-05-03 20:58:04.308413,31.6295,-7.9811,23.98,23.74,50.0,1014.0,3.09,10.0,40.0,Clouds,scattered clouds,2.0,10.25,28.19,1.4,90.53,1.58,97.56,20.0,6.0,3.0,5.0,3
94,Rabat,2026-05-03 20:58:00.541321,34.0209,-6.8416,18.37,18.56,88.0,1017.0,2.57,320.0,75.0,Clouds,broken clouds,2.0,2.44,4.39,2.44,78.37,3.07,105.25,20.0,6.0,3.0,5.0,4
94,Tanger,2026-05-03 20:58:32.156612,35.7595,-5.834,17.74,17.71,82.0,1016.0,2.06,250.0,75.0,Clouds,broken clouds,2.0,1.07,2.85,1.24,83.61,0.61,111.26,20.0,6.0,3.0,5.0,5
95,Agadir,2026-05-03 21:58:54.468393,30.4278,-9.5981,18.03,17.82,74.0,1014.0,3.03,90.0,65.0,Clouds,broken clouds,2.0,1.76,6.18,0.21,84.03,0.44,110.33,21.0,6.0,3.0,5.0,0
95,Casablanca,2026-05-03 21:58:37.735735,33.5731,-7.5898,17.89,17.75,77.0,1017.0,2.57,20.0,37.0,Clouds,scattered clouds,2.0,2.5,7.36,1.91,81.02,4.25,107.34,21.0,6.0,3.0,5.0,1
95,Fes,2026-05-03 21:58:47.651096,34.0181,-5.0078,17.95,17.81,77.0,1016.0,4.12,320.0,75.0,Clouds,broken clouds,2.0,3.66,5.72,1.48,62.42,0.51,92.96,21.0,6.0,3.0,5.0,2
95,Marrakech,2026-05-03 21:58:44.427107,31.6295,-7.9811,21.98,21.7,56.0,1015.0,4.12,360.0,40.0,Clouds,scattered clouds,2.0,10.17,27.74,1.59,89.06,1.58,98.86,21.0,6.0,3.0,5.0,3
95,Rabat,2026-05-03 21:58:40.992394,34.0209,-6.8416,17.37,17.46,88.0,1017.0,2.06,340.0,40.0,Clouds,scattered clouds,2.0,2.2,4.14,2.5,76.72,2.89,107.33,21.0,6.0,3.0,5.0,4
95,Tanger,2026-05-03 21:58:51.014185,35.7595,-5.834,17.74,17.71,82.0,1016.0,2.57,240.0,75.0,Clouds,broken clouds,2.0,1.11,3.11,1.35,82.99,0.65,112.46,21.0,6.0,3.0,5.0,5
96,Agadir,2026-05-03 22:59:13.339387,30.4278,-9.5981,18.06,17.98,79.0,1015.0,3.25,113.0,73.0,Clouds,broken clouds,2.0,1.76,6.34,0.23,85.26,0.44,111.49,22.0,6.0,3.0,5.0,0
96,Casablanca,2026-05-03 22:58:57.096195,33.5731,-7.5898,17.89,17.75,77.0,1017.0,2.06,30.0,52.0,Clouds,broken clouds,2.0,2.48,7.5,1.96,78.48,3.76,107.7,22.0,6.0,3.0,5.0,1
96,Fes,2026-05-03 22:59:06.784294,34.0181,-5.0078,16.95,16.84,82.0,1017.0,3.6,310.0,75.0,Clouds,broken clouds,1.0,3.32,5.17,1.6,55.3,0.37,91.45,22.0,6.0,3.0,5.0,2
96,Marrakech,2026-05-03 22:59:03.594057,31.6295,-7.9811,19.98,19.6,60.0,1016.0,3.6,30.0,40.0,Clouds,scattered clouds,2.0,9.99,26.83,1.75,85.78,1.44,98.02,22.0,6.0,3.0,5.0,3
96,Rabat,2026-05-03 22:59:00.309793,34.0209,-6.8416,16.37,16.36,88.0,1017.0,0.0,0.0,71.0,Clouds,broken clouds,2.0,2.01,3.91,2.5,74.17,2.73,107.47,22.0,6.0,3.0,5.0,4
96,Tanger,2026-05-03 22:59:10.052988,35.7595,-5.834,16.74,16.77,88.0,1017.0,3.09,260.0,75.0,Clouds,broken clouds,2.0,1.18,3.41,1.44,82.59,0.68,113.28,22.0,6.0,3.0,5.0,5
97,Agadir,2026-05-04 07:40:36.950152,30.4278,-9.5981,14.06,13.66,82.0,1014.0,2.37,124.0,3.0,Clear,clear sky,2.0,2.78,10.33,0.42,78.01,0.87,108.78,7.0,0.0,4.0,5.0,0
97,Casablanca,2026-05-04 07:40:19.447181,33.5731,-7.5898,16.84,16.46,72.0,1017.0,0.51,0.0,100.0,Clouds,overcast clouds,2.0,3.47,10.82,2.34,72.23,2.88,111.47,7.0,0.0,4.0,5.0,1
97,Fes,2026-05-04 07:40:30.296416,34.0181,-5.0078,14.95,15.11,100.0,1017.0,2.57,290.0,100.0,Clouds,overcast clouds,1.0,2.37,4.14,2.0,29.16,0.11,89.42,7.0,0.0,4.0,5.0,2
97,Marrakech,2026-05-04 07:40:26.384540,31.6295,-7.9811,14.98,14.67,82.0,1016.0,1.54,230.0,75.0,Clouds,broken clouds,2.0,11.69,26.99,3.85,71.04,0.99,100.64,7.0,0.0,4.0,5.0,3
97,Rabat,2026-05-04 07:40:23.083826,34.0209,-6.8416,14.37,14.32,94.0,1017.0,0.0,0.0,75.0,Clouds,broken clouds,2.0,3.12,5.91,3.92,66.45,3.33,111.5,7.0,0.0,4.0,5.0,4
97,Tanger,2026-05-04 07:40:33.663374,35.7595,-5.834,15.74,15.67,88.0,1016.0,1.54,220.0,75.0,Clouds,broken clouds,2.0,1.46,3.94,3.33,75.39,1.48,116.91,7.0,0.0,4.0,5.0,5
98,Agadir,2026-05-04 08:40:58.411061,30.4278,-9.5981,15.06,14.68,79.0,1015.0,2.33,150.0,3.0,Clear,clear sky,2.0,3.19,11.91,0.49,77.09,0.98,108.53,8.0,0.0,4.0,5.0,0
98,Casablanca,2026-05-04 08:40:39.680212,33.5731,-7.5898,17.89,17.61,72.0,1017.0,1.03,50.0,75.0,Clouds,broken clouds,2.0,3.42,10.43,2.59,74.02,3.37,110.98,8.0,0.0,4.0,5.0,1
98,Fes,2026-05-04 08:40:50.325128,34.0181,-5.0078,14.95,15.11,100.0,1017.0,2.06,330.0,100.0,Clouds,overcast clouds,1.0,2.23,3.95,2.02,28.99,0.13,89.03,8.0,0.0,4.0,5.0,2
98,Marrakech,2026-05-04 08:40:46.755202,31.6295,-7.9811,15.98,15.64,77.0,1016.0,2.06,260.0,75.0,Clouds,broken clouds,2.0,10.97,26.3,4.38,69.62,1.07,100.71,8.0,0.0,4.0,5.0,3
98,Rabat,2026-05-04 08:40:43.362761,34.0209,-6.8416,15.37,15.57,100.0,1017.0,0.0,0.0,75.0,Clouds,broken clouds,2.0,3.28,6.08,4.15,68.18,3.84,111.46,8.0,0.0,4.0,5.0,4
98,Tanger,2026-05-04 08:40:53.903392,35.7595,-5.834,16.74,16.61,82.0,1016.0,2.06,220.0,75.0,Clouds,broken clouds,2.0,1.6,4.17,4.03,73.58,1.47,118.34,8.0,0.0,4.0,5.0,5
99,Agadir,2026-05-04 09:41:16.839955,30.4278,-9.5981,18.06,17.88,75.0,1015.0,2.56,183.0,3.0,Clear,clear sky,2.0,3.55,13.26,0.44,77.34,1.09,108.55,9.0,0.0,4.0,5.0,0
99,Casablanca,2026-05-04 09:41:00.503401,33.5731,-7.5898,18.95,18.68,68.0,1017.0,1.54,40.0,40.0,Clouds,scattered clouds,2.0,3.41,10.23,2.32,77.24,3.88,110.41,9.0,0.0,4.0,5.0,1
99,Fes,2026-05-04 09:41:10.321478,34.0181,-5.0078,14.95,14.96,94.0,1017.0,2.06,330.0,75.0,Clouds,broken clouds,1.0,2.09,3.62,1.69,33.21,0.16,88.88,9.0,0.0,4.0,5.0,2
99,Marrakech,2026-05-04 09:41:07.036255,31.6295,-7.9811,16.98,16.74,77.0,1016.0,1.54,260.0,75.0,Clouds,broken clouds,2.0,10.6,25.83,3.64,71.45,1.07,100.18,9.0,0.0,4.0,5.0,3
99,Rabat,2026-05-04 09:41:03.772123,34.0209,-6.8416,18.37,18.72,94.0,1017.0,0.0,0.0,75.0,Clouds,broken clouds,2.0,3.29,6.02,3.54,72.08,4.33,111.25,9.0,0.0,4.0,5.0,4
99,Tanger,2026-05-04 09:41:13.598844,35.7595,-5.834,17.74,17.58,77.0,1017.0,3.6,270.0,40.0,Clouds,scattered clouds,2.0,1.61,4.19,3.22,76.84,1.35,118.14,9.0,0.0,4.0,5.0,5
100,Agadir,2026-05-04 10:41:36.861747,30.4278,-9.5981,21.06,21.1,72.0,1015.0,2.66,239.0,3.0,Clear,clear sky,2.0,3.94,14.46,0.33,78.5,1.18,108.26,10.0,0.0,4.0,5.0,0
100,Casablanca,2026-05-04 10:41:19.609183,33.5731,-7.5898,20.0,19.73,64.0,1017.0,1.54,40.0,40.0,Clouds,scattered clouds,2.0,3.23,9.3,1.47,86.84,3.81,109.57,10.0,0.0,4.0,5.0,1
100,Fes,2026-05-04 10:41:29.955823,34.0181,-5.0078,15.95,16.06,94.0,1017.0,1.54,310.0,75.0,Clouds,broken clouds,2.0,3.23,5.57,0.56,66.94,0.44,92.58,10.0,0.0,4.0,5.0,2
100,Marrakech,2026-05-04 10:41:26.517764,31.6295,-7.9811,19.98,19.7,64.0,1016.0,1.54,0.0,40.0,Clouds,scattered clouds,2.0,9.06,22.35,2.18,82.06,1.09,100.17,10.0,0.0,4.0,5.0,3
100,Rabat,2026-05-04 10:41:23.292752,34.0209,-6.8416,20.37,20.37,73.0,1018.0,2.06,310.0,75.0,Clouds,broken clouds,2.0,3.13,5.52,2.13,84.28,4.42,109.98,10.0,0.0,4.0,5.0,4
100,Tanger,2026-05-04 10:41:33.641428,35.7595,-5.834,18.74,18.45,68.0,1017.0,4.63,280.0,75.0,Clouds,broken clouds,2.0,1.23,3.48,0.89,91.17,1.36,114.11,10.0,0.0,4.0,5.0,5
101,Agadir,2026-05-04 11:41:56.114632,30.4278,-9.5981,22.06,22.1,68.0,1015.0,3.76,259.0,1.0,Clear,clear sky,2.0,4.51,15.95,0.25,80.34,1.28,108.22,11.0,0.0,4.0,5.0,0
101,Casablanca,2026-05-04 11:41:39.237742,33.5731,-7.5898,20.01,19.74,64.0,1017.0,2.57,30.0,40.0,Clouds,scattered clouds,2.0,3.32,8.82,0.92,94.31,3.58,107.75,11.0,0.0,4.0,5.0,1
101,Fes,2026-05-04 11:41:49.479436,34.0181,-5.0078,15.95,16.21,100.0,1016.0,2.57,310.0,75.0,Clouds,broken clouds,2.0,3.27,5.51,0.4,71.09,0.44,91.59,11.0,0.0,4.0,5.0,2
101,Marrakech,2026-05-04 11:41:46.091880,31.6295,-7.9811,21.98,21.8,60.0,1016.0,1.54,0.0,40.0,Clouds,scattered clouds,2.0,8.79,21.92,1.37,85.64,0.97,98.89,11.0,0.0,4.0,5.0,3
101,Rabat,2026-05-04 11:41:42.701685,34.0209,-6.8416,20.37,20.37,73.0,1017.0,2.57,320.0,75.0,Clouds,broken clouds,2.0,3.45,5.68,1.4,91.48,4.4,108.46,11.0,0.0,4.0,5.0,4
101,Tanger,2026-05-04 11:41:52.842963,35.7595,-5.834,18.74,18.45,68.0,1017.0,4.12,290.0,40.0,Clouds,scattered clouds,2.0,1.17,3.28,0.57,95.24,1.18,114.02,11.0,0.0,4.0,5.0,5
102,Agadir,2026-05-04 12:42:14.649404,30.4278,-9.5981,24.06,24.19,64.0,1014.0,5.35,264.0,1.0,Clear,clear sky,2.0,5.17,17.29,0.2,81.94,1.4,108.71,12.0,0.0,4.0,5.0,0
102,Casablanca,2026-05-04 12:41:58.255039,33.5731,-7.5898,20.0,19.73,64.0,1017.0,3.6,40.0,40.0,Clouds,scattered clouds,2.0,3.85,9.07,0.64,99.53,3.75,106.47,12.0,0.0,4.0,5.0,1
102,Fes,2026-05-04 12:42:08.143305,34.0181,-5.0078,16.95,17.16,94.0,1016.0,2.06,300.0,75.0,Clouds,broken clouds,2.0,2.97,4.91,0.35,71.98,0.41,90.84,12.0,0.0,4.0,5.0,2
102,Marrakech,2026-05-04 12:42:04.863126,31.6295,-7.9811,22.98,22.72,53.0,1015.0,1.54,0.0,40.0,Clouds,scattered clouds,2.0,9.18,23.13,0.74,89.53,0.91,97.36,12.0,0.0,4.0,5.0,3
102,Rabat,2026-05-04 12:42:01.511445,34.0209,-6.8416,21.37,21.23,64.0,1017.0,3.09,310.0,75.0,Clouds,broken clouds,2.0,3.93,6.12,1.08,95.66,4.73,107.64,12.0,0.0,4.0,5.0,4
102,Tanger,2026-05-04 12:42:11.432690,35.7595,-5.834,18.74,18.45,68.0,1017.0,4.12,290.0,40.0,Clouds,scattered clouds,2.0,1.22,3.32,0.43,98.52,1.11,114.3,12.0,0.0,4.0,5.0,5
